School_Year,OPT_Code,Is_OPT_Num,OPT_Clean,Name,Affiliation,Site_Type,Street_Address,City,State,Zip,Longitude,Latitude,Door_To_Door_Service,Stop_To_School_Service,Common_Carrier_Svc_Metrocards,Site_Reimbursement,Mid_Day_Service,D2D_Late_Day_Programs,S2S_Late_Day_Programs
2015-2016,2170,TRUE,02170,SUCCESS ACADEMY HELL'S KITCHEN,Charter,School,439 WEST 49TH STREET,Manhattan,NY,10017,-73.990541,40.763436,Yes,Yes,Yes,No,Yes,No,No
2015-2016,2174,TRUE,02174,SUCCESS ACADEMY UNION SQUARE,Charter,School,40 IRVING PLACE,Manhattan,NY,10003,-73.987544,40.735491,No,No,Yes,No,Yes,No,No
2015-2016,2177,TRUE,02177,YORKVILLE EAST MIDDLE SCHOOL,Public,School,1458 YORK AVENUE,Manhattan,NY,10075,-73.951045,40.770381,Yes,No,Yes,No,No,No,No
2015-2016,2183,TRUE,02183,PS 183,Public,School,419 EAST 66TH STREET,Manhattan,NY,10021,-73.958118,40.763809,Yes,Yes,Yes,No,Yes,No,No
2015-2016,2198,TRUE,02198,PS 198,Public,School,1700 3RD AVENUE,Manhattan,NY,10128,-73.949701,40.784861,Yes,Yes,Yes,No,Yes,No,No
2015-2016,2202,TRUE,02202,GREAT OAKS CHARTER SCHOOL,Charter,School,1 MONROE STREET,Manhattan,NY,10002,-73.996375,40.711486,Yes,No,Yes,No,No,No,No
2015-2016,2217,TRUE,02217,IS 217,Public,School,"645 MAIN STREET, ROOSEVELT ISLAND",Manhattan,NY,10044,-73.948001,40.763936,Yes,Yes,Yes,No,Yes,No,No
2015-2016,2260,TRUE,02260,THE CLINTON SCH WRITERS-ARTIST,Public,School,10 EAST 15TH STREET,Manhattan,NY,10003,-73.992792,40.736457,No,No,Yes,No,No,No,No
2015-2016,2280,TRUE,02280,MAN EARLY COLL SCH FOR ADV.,Public,School,411 PEARL STREET,Manhattan,NY,10038,-74.00095,40.711428,No,No,Yes,No,No,No,No
2015-2016,2281,TRUE,02281,PS 281 THE RIVER SCHOOL,Public,School,425 EAST 35TH STREET,Manhattan,NY,10016,-73.972541,40.744347,Yes,No,Yes,No,Yes,No,No
2015-2016,2282,TRUE,02282,URBAN ASSEMBLY MAKER ACADEMY,Public,School,411 PEARL STREET,Manhattan,NY,10038,-74.00095,40.711428,Yes,No,Yes,No,No,No,No
2015-2016,2289,TRUE,02289,IS 289,Public,School,201 WARREN STREET,Manhattan,NY,10282,-74.013502,40.716552,Yes,No,Yes,No,No,No,No
2015-2016,2300,TRUE,02300,VANGUARD HS,Public,School,317 E 67 ST,Manhattan,NY,10021,-73.96002,40.765429,Yes,No,Yes,No,No,No,No
2015-2016,2305,TRUE,02305,URBAN ASSEMBLY GOVERN. & LAW,Public,School,350 GRAND STREET,Manhattan,NY,10002,-73.989303,40.71685,Yes,No,Yes,No,No,No,No
2015-2016,2308,TRUE,02308,LOWER MANHATTAN ARTS ACADEMY,Public,School,350 GRAND STREET,Manhattan,NY,10002,-73.989303,40.71685,Yes,No,Yes,No,Yes,No,No
2015-2016,2310,TRUE,02310,P138M @ PARK WEST HS,Public,School,525 West 50th Street,Manhattan,NY,10019,-73.992634,40.765137,Yes,No,Yes,No,Yes,No,No
2015-2016,2312,TRUE,02312,NEW YORK CITY LAB JHS,Public,School,333 WEST 17TH STREET,Manhattan,NY,10011,-74.002125,40.742184,Yes,Yes,Yes,No,Yes,No,No
2015-2016,2313,TRUE,02313,THE JAMES BALDWIN HS,Public,School,351 WEST 18TH STREET,Manhattan,NY,10011,-74.002069,40.742925,No,No,Yes,No,No,No,No
2015-2016,2316,TRUE,02316,URBAN ASSEMBLY BUS YOUNG WOMEN,Public,School,81 NEW STREET,Manhattan,NY,10004,-74.012619,40.705264,Yes,No,Yes,No,No,No,No
2015-2016,2325,TRUE,02325,PS 234(INDEPENDENCE SCHOOL),Public,School,292 GREENWICH STREET,Manhattan,NY,10007,-74.011136,40.716022,Yes,Yes,Yes,No,Yes,No,No
2015-2016,2340,TRUE,02340,SIXTH AVENUE ELEMENTARY SCH,Public,School,590 AVENUE OF THE AMERICAS,Manhattan,NY,10011,-73.995443,40.739102,Yes,No,Yes,No,No,No,No
2015-2016,2343,TRUE,02343,THE PECK SLIP SCHOOL,Public,School,1 PECK SLIP,Manhattan,NY,10019,-74.002328,40.708806,Yes,Yes,Yes,No,No,No,No
2015-2016,2347,TRUE,02347,THE ASL & ENGLISH LOWER SCH,Public,School,223 EAST 23RD STREET,Manhattan,NY,10010,-73.982421,40.738622,Yes,No,Yes,No,Yes,No,No
2015-2016,2350,TRUE,02350,H.S. OF ECONOMICS & FINANCE,Public,School,100 TRINITY PLACE,Manhattan,NY,10006,-74.012111,40.70923,Yes,No,Yes,No,No,No,No
2015-2016,2351,TRUE,02351,SUCCESS ACAD HS LIBERAL ARTS,Charter,School,111 EAST 33RD STREET,Manhattan,NY,10016,-73.981243,40.746266,No,No,Yes,No,No,No,No
2015-2016,2358,TRUE,02358,MANHATTAN VILLAGE ACADEMY,Public,School,43 WEST 22 STREET,Manhattan,NY,10010,-73.991466,40.741563,Yes,No,Yes,No,No,No,No
2015-2016,2360,TRUE,02360,MANHATTAN INTERNATIONAL HS,Public,School,317 EAST 67 STREET,Manhattan,NY,10021,-73.96002,40.765429,Yes,No,Yes,No,No,No,No
2015-2016,2365,TRUE,02365,LANDMARK HIGH SCHOOL,Public,School,351 WEST 18TH STREET,Manhattan,NY,10019,-74.002069,40.742925,Yes,No,Yes,No,No,No,No
2015-2016,2370,TRUE,02370,H.S. FOR LEADERSHIP & PUBL.SER,Public,School,90 TRINITY PLACE,Manhattan,NY,10006,-74.012452,40.708719,Yes,No,Yes,No,No,No,No
2015-2016,2374,TRUE,02374,GRAMMERCY ARTS HS,Public,School,40 IRVING PLACE,Manhattan,NY,10003,-73.987544,40.735491,Yes,No,Yes,No,No,No,No
2015-2016,2376,TRUE,02376,NYCi SCHOOL,Public,School,131 AVE OF THE AMERICAS,Manhattan,NY,10013,-74.004837,40.724371,Yes,No,Yes,No,No,No,No
2015-2016,2378,TRUE,02378,INSTITUTE FOR COLLABORATIVE ED,Public,School,345 EAST 15 ST,Manhattan,NY,10003,-73.982996,40.732519,Yes,No,Yes,No,No,No,No
2015-2016,2380,TRUE,02380,HEALTH PROF & HUMAN SER. HS,Public,School,345 EAST 15 STREET,Manhattan,NY,10003,-73.982996,40.732519,Yes,No,Yes,No,Yes,No,No
2015-2016,2392,TRUE,02392,MANHATTAN BUSINESS ACADEMY,Public,School,351 WEST 18TH STREET,Manhattan,NY,10011,-74.002069,40.742925,Yes,No,Yes,No,No,No,No
2015-2016,2393,TRUE,02393,THE BUSINESS OF SPORTS SCHOOL,Public,School,439 WEST 49TH STREET,Manhattan,NY,10019,-73.990541,40.763436,No,No,Yes,No,No,No,No
2015-2016,2394,TRUE,02394,EMMA LAZARUS HS,Public,School,100 HESTER STREET,Manhattan,NY,10002,-73.993126,40.71648,No,No,Yes,No,No,No,No
2015-2016,2397,TRUE,02397,SPRUCE STREET SCHOOL,Public,School,12 SPRUCE STREET,Manhattan,NY,10038,-74.005557,40.71127,Yes,Yes,Yes,No,Yes,No,No
2015-2016,2398,TRUE,02398,PS 276 BATTERY PARK CITY SCH,Public,School,55 BATTERY PLACE,Manhattan,NY,10280,-74.017723,40.706408,Yes,Yes,Yes,No,Yes,No,No
2015-2016,2399,TRUE,02399,HS FOR LANGUAGE & DIPLOMACY,Public,School,40 IRVING PLACE,Manhattan,NY,10003,-73.987544,40.735491,Yes,No,Yes,No,No,No,No
2015-2016,2408,TRUE,02408,PASSAGES ACADEMY (MAN),Public,School,346 BROADWAY - 6TH FL.,Manhattan,NY,10011,-74.004079,40.716653,No,No,No,No,No,No,No
2015-2016,2414,TRUE,02414,P094M @ P 51,Public,School,525 WEST 44TH STREET,Manhattan,NY,10036,-73.995759,40.761541,Yes,No,Yes,No,Yes,No,No
2015-2016,2418,TRUE,02418,BALLET TECH,Public,School,890 BROADWAY,Manhattan,NY,10003,-73.989815,40.738574,No,No,Yes,No,Yes,No,No
2015-2016,2419,TRUE,02419,TALENT UNLIMITED HIGH SCHOOL,Public,School,300 EAST 68TH STREET,Manhattan,NY,10021,-73.959933,40.766016,Yes,No,Yes,No,Yes,No,No
2015-2016,2420,TRUE,02420,OFFICE OF COOPERATIVE ED,Public,Office,439 WEST 49TH STREET,Manhattan,NY,10019,-73.990541,40.763436,No,No,No,No,No,No,No
2015-2016,2431,TRUE,02431,P721M @ STUYVESANT HS,Public,School,345 CHAMBERS STREET,Manhattan,NY,10282,-74.013634,40.717627,No,No,No,No,No,No,No
2015-2016,2432,TRUE,02432,M.S. 114 EAST SIDE MS,Public,School,331 EAST 91 STREET,Manhattan,NY,10128,-73.948513,40.780777,Yes,No,Yes,No,Yes,No,No
2015-2016,2436,TRUE,02436,SCHOOL OF THE FUTURE,Public,School,127 EAST 22 STREET,Manhattan,NY,10010,-73.985439,40.739024,Yes,Yes,Yes,No,Yes,No,No
2015-2016,2439,TRUE,02439,PS 723 AT CUNY,Other Religion,School,33 WEST 42 STREET,Manhattan,NY,10036,-73.982029,40.754059,Yes,No,No,No,No,No,No
2015-2016,2441,TRUE,02441,ABC-MERRICAT'S CASTLE SCH,Nonsectarian,School,316 EAST 88 STREET,Manhattan,NY,10128,-73.950231,40.778846,No,No,No,No,No,No,No
2015-2016,2442,TRUE,02442,P226M @ HLTH PROF. & HUM SERV.,Public,School,345 EAST 15 STREET ROOM 202,Manhattan,NY,10003,-73.982996,40.732519,Yes,No,Yes,No,Yes,No,No
2015-2016,2444,TRUE,02444,P226M @ JULIA RICHMAN HS,Public,School,317 EAST 67 STREET,Manhattan,NY,10021,-73.96002,40.765429,Yes,No,Yes,No,Yes,Yes,No
2015-2016,2452,TRUE,02452,PUBLIC SCHOOL REPERTORY COM.,Public,School,123 WEST 43 STREET,Manhattan,NY,10036,-73.98433,40.75591,No,No,Yes,No,No,No,No
2015-2016,2454,TRUE,02454,COOKE CTR.@ OUR LADY OF POMPEI,Nonsectarian,School,240 BLEEKER ST,Manhattan,NY,10014,-74.002746,40.730584,No,No,No,No,No,No,No
2015-2016,2455,TRUE,02455,N.Y.C. LAB SCHOOL AT PS 198,Public,School,1700 THIRD AVENUE,Manhattan,NY,10128,-73.949701,40.784861,No,Yes,Yes,No,Yes,No,No
2015-2016,2461,TRUE,02461,SATELLITE ACADEMY HS,Public,School,120 WEST 30TH STREET,Manhattan,NY,10001,-73.990495,40.747548,No,No,Yes,No,Yes,No,No
2015-2016,2462,TRUE,02462,HARVEY MILK HIGH SCHOOL,Public,School,2 ASTOR PLACE,Manhattan,NY,10003,-73.992652,40.729963,No,No,Yes,No,No,No,No
2015-2016,2465,TRUE,02465,NEW YORK CITY LAB HS,Public,School,333 WEST 17 STREET,Manhattan,NY,10011,-74.002125,40.742184,Yes,No,Yes,No,No,No,No
2015-2016,2466,TRUE,02466,THE LIGHTHOUSE CHILD DEV CTR,Nonsectarian,School,111 EAST 59 STREET,Manhattan,NY,10022,-73.969139,40.76273,No,No,No,No,No,No,No
2015-2016,2482,TRUE,02482,CLINTON FAMILY RESIDENCE  STH,Public,Office,521 WEST 49TH STREET,Manhattan,NY,10038,-73.993435,40.764655,No,No,No,No,No,No,No
2015-2016,2483,TRUE,02483,PROF. PERFORMING ARTS SCHOOL,Public,School,328 WEST 48 STREET,Manhattan,NY,10036,-73.988066,40.761382,Yes,No,Yes,No,Yes,No,No
2015-2016,2484,TRUE,02484,P401M @ NY FOUNDLING HOSPITAL,Public,School,590 AVENUE OF THE AMERICAS,Manhattan,NY,10011,-73.995443,40.739102,No,No,No,No,No,No,No
2015-2016,2488,TRUE,02488,UNITY H.S.,Public,School,111 EAST 33RD STREET  7TH FL,Manhattan,NY,10016,-73.981243,40.746266,No,No,Yes,No,No,No,No
2015-2016,2490,TRUE,02490,P226M @ STUYVESANT HS,Public,School,345 CHAMBERS STREET,Manhattan,NY,10028,-74.013634,40.717627,Yes,No,Yes,No,No,No,No
2015-2016,2491,TRUE,02491,COOPER UNION SCH OF ENGINEER,Public,Office,41 COOPER SQUARE,Manhattan,NY,10003,-73.99067,40.728322,No,No,No,No,No,No,No
2015-2016,2492,TRUE,02492,PS 212,Public,School,328 WEST 48 STREET,Manhattan,NY,10036,-73.988066,40.761382,Yes,Yes,Yes,No,Yes,No,No
2015-2016,2494,TRUE,02494,PS 290 MANHATTAN NEW SCHOOL,Public,School,311 EAST 82 STREET,Manhattan,NY,10028,-73.953054,40.775146,No,Yes,Yes,No,Yes,No,No
2015-2016,2495,TRUE,02495,NYC MUSEUM SCHOOL,Public,School,333 WEST 17 STREET,Manhattan,NY,10011,-74.002125,40.742184,Yes,No,Yes,No,No,No,No
2015-2016,2497,TRUE,02497,RE-START,Public,School,448 WEST 56 STREET,Manhattan,NY,10019,-73.987652,40.767755,No,No,Yes,No,No,No,No
2015-2016,2503,TRUE,02503,BROOME STREET ACAD CHARTER HS,Charter,School,555 BROOME STREET,Manhattan,NY,10013,-74.005638,40.724275,Yes,No,Yes,No,Yes,No,No
2015-2016,2504,TRUE,02504,URBAN ASSEMBLY GATEWAY TECH,Public,School,439 WEST 49TH STREET,Manhattan,NY,10019,-73.990541,40.763436,Yes,No,Yes,No,No,No,No
2015-2016,2506,TRUE,02506,NORMAN THOMAS SHELTER,Nonsectarian,School,111 EAST 33RD ST,Manhattan,NY,10016,-73.981243,40.746266,No,No,No,No,No,No,No
2015-2016,2507,TRUE,02507,LIBERTY HS ACAD FOR NEWCOMMERS,Public,School,250 WEST 18 STREET,Manhattan,NY,10011,-73.999336,40.741581,Yes,No,Yes,No,No,No,No
2015-2016,2514,TRUE,02514,HS OF HOSPITALITY MANAGEMENT,Public,School,525 WEST 50TH STREET,Manhattan,NY,10019,-73.992634,40.765137,Yes,No,Yes,No,Yes,No,No
2015-2016,2515,TRUE,02515,P721M @ CHELSEA HS,Public,School,131 AVENUE OF AMERICAS,Manhattan,NY,10013,-74.004837,40.724371,Yes,No,Yes,No,No,No,No
2015-2016,2516,TRUE,02516,UNIVERSITY NEIGHBORHOOD H.S.,Public,School,200 MONROE STREET,Manhattan,NY,10002,-73.984489,40.712323,Yes,No,Yes,No,No,No,No
2015-2016,2519,TRUE,02519,STUYVESANT HS,Public,School,345 CHAMBERS STREET,Manhattan,NY,10282,-74.013634,40.717627,Yes,No,Yes,No,No,No,No
2015-2016,2524,TRUE,02524,THE HIGH SCHOOL OF TEACHING,Public,School,26 BROADWAY,Manhattan,NY,10004,-74.013205,40.705667,Yes,No,Yes,No,No,No,No
2015-2016,2525,TRUE,02525,CHELSEA VOCATIONAL HS,Public,School,131 AVENUE OF THE AMERICAS,Manhattan,NY,10013,-74.004837,40.724371,Yes,No,Yes,No,No,No,No
2015-2016,2526,TRUE,02526,PS 527,Public,School,323 EAST 91ST STREET,Manhattan,NY,10128,-73.948654,40.780837,Yes,No,No,No,Yes,No,No
2015-2016,2527,TRUE,02527,M.S. 260 Clinton School,Public,School,10 EAST 15TH STREET,Manhattan,NY,10003,-73.992792,40.736457,Yes,No,Yes,No,Yes,No,No
2015-2016,2530,TRUE,02530,HARVEST COLLEGIATE HS,Public,School,34 WEST 14TH STREET,Manhattan,NY,10011,-73.994895,40.736446,Yes,No,Yes,No,No,No,No
2015-2016,2531,TRUE,02531,HS OF ART & DESIGN,Public,School,233 EAST 56TH STREET,Manhattan,NY,10022,-73.967141,40.759303,Yes,No,Yes,No,No,No,No
2015-2016,2532,TRUE,02532,UNION SQUARE ACAD HEALTH SCI,Public,School,40 IRVING PLACE  ROOM 541,Manhattan,NY,10003,-73.987544,40.735491,Yes,No,Yes,No,Yes,No,No
2015-2016,2533,TRUE,02533,HS OF FASHION INDUSTRIES,Public,School,225 WEST 24TH STREET,Manhattan,NY,10011,-73.996018,40.745218,Yes,No,Yes,No,Yes,No,No
2015-2016,2537,TRUE,02537,SCH OF COOPERATIVE TECH EDUC,Public,School,321 EAST 96TH STREET,Manhattan,NY,10128,-73.946336,40.784024,Yes,No,Yes,No,No,No,No
2015-2016,2538,TRUE,02538,H.S. OF ENVIRONMENTAL STUDIES,Public,School,444 WEST 56 STREET,Manhattan,NY,10019,-73.987567,40.767719,Yes,No,Yes,No,Yes,No,No
2015-2016,2539,TRUE,02539,SOS,Public,School,121 6TH AVENUE,Manhattan,NY,10013,-74.004788,40.723923,No,No,No,No,No,No,No
2015-2016,2541,TRUE,02541,HS OF GRAPHIC COMM ARTS,Public,School,439 WEST 49TH STREET,Manhattan,NY,10019,-73.990541,40.763436,No,No,Yes,No,No,No,No
2015-2016,2542,TRUE,02542,MANHATTAN BRIDGES HS,Public,School,525 WEST 50TH STREET,Manhattan,NY,10019,-73.992634,40.765137,Yes,No,Yes,No,No,No,No
2015-2016,2543,TRUE,02543,ACAD FOR SOFTWARE ENGINEERING,Public,School,40 IRVING PLACE,Manhattan,NY,10003,-73.987544,40.735491,Yes,No,Yes,No,No,No,No
2015-2016,2544,TRUE,02544,INDEPENDENCE HS WESTEND CAMPUS,Public,School,850 TENTH AVENUE,Manhattan,NY,10019,-73.989022,40.768305,No,No,Yes,No,No,No,No
2015-2016,2545,TRUE,02545,JACQUELINE KENNEDY ONASIS H.S,Public,School,120 WEST 46 STREET,Manhattan,NY,10036,-73.98313,40.757661,Yes,No,Yes,No,No,No,No
2015-2016,2546,TRUE,02546,MURRY BERGTRAUM HS,Public,School,411 PEARL STREET,Manhattan,NY,10038,-74.00095,40.711428,Yes,No,Yes,No,No,No,No
2015-2016,2549,TRUE,02549,P2G @ THE DOOR,Public,School,121 6TH AVENUE,Manhattan,NY,10013,-74.004788,40.723923,No,No,Yes,No,No,No,No
2015-2016,2551,TRUE,02551,NEW DESIGN HS,Public,School,350 GRAND STREET,Manhattan,NY,10002,-73.989303,40.71685,Yes,No,Yes,No,No,No,No
2015-2016,2554,TRUE,02554,ECOLE INTERNATIONALE DE NY,Nonsectarian,School,111 EAST 22ND STREET,Manhattan,NY,10010,-73.985972,40.739249,No,No,Yes,No,Yes,No,No
2015-2016,2555,TRUE,02555,MANHATTAN COMP NIGHT H.S.,Public,School,240 SECOND AVENUE,Manhattan,NY,10003,-73.984579,40.732669,No,No,Yes,No,No,No,No
2015-2016,2561,TRUE,02561,URBAN ACADEMY LABORATORY HS,Public,School,317 EAST 67TH STREET,Manhattan,NY,10021,-73.96002,40.765429,Yes,No,Yes,No,No,No,No
2015-2016,2563,TRUE,02563,ELEANOR ROOSEVELT HIGH SCHOOL,Public,School,411 EAST 76TH STREET,Manhattan,NY,10011,-73.953563,40.770255,No,No,Yes,No,No,No,No
2015-2016,2564,TRUE,02564,P2G @ STANLEY ISAACS NEIGH CTR,Public,School,415 EAST 93RD STREET,Manhattan,NY,10128,-73.945053,40.780971,No,No,Yes,No,No,No,No
2015-2016,2565,TRUE,02565,P2G @ CHELSEA HUDSON GUILD,Public,School,443-447 WEST 25 ST,Manhattan,NY,10001,-74.001621,40.748384,No,No,Yes,No,No,No,No
2015-2016,2566,TRUE,02566,P138M @ P033M,Public,School,281 NINTH AVE,Manhattan,NY,10001,-73.999738,40.748849,Yes,No,No,No,Yes,No,No
2015-2016,2568,TRUE,02568,THE GILLEN BREWER SCHOOL,Nonsectarian,School,410 EAST 92ND STREET,Manhattan,NY,10128,-73.946154,40.780413,Yes,No,Yes,No,Yes,No,No
2015-2016,2569,TRUE,02569,P2G- THE DOOR,Public,School,121 6TH AVENUE,Manhattan,NY,10012,-74.004788,40.723923,No,No,Yes,No,No,No,No
2015-2016,2571,TRUE,02571,OFF.OF FITNESS & HEALTH EDUC,Public,Office,52 CHAMBERS STREET ROOM 209,Manhattan,NY,10007,-74.005623,40.713747,No,No,No,No,No,No,No
2015-2016,2572,TRUE,02572,THE FACING HISTORY SCHOOL,Public,School,525 WEST 50TH STREET,Manhattan,NY,10019,-73.992634,40.765137,Yes,No,Yes,No,Yes,No,No
2015-2016,2573,TRUE,02573,P2G-DOOR ART ACCESS-,Public,School,121 6TH AVENUE,Manhattan,NY,10012,-74.004788,40.723923,No,No,Yes,No,No,No,No
2015-2016,2574,TRUE,02574,JOHN V. LINDSAY WILDCAT ACAD.,Charter,School,17 BATTERY PLACE,Manhattan,NY,10004,-74.01615,40.705128,No,No,Yes,No,No,No,No
2015-2016,2580,TRUE,02580,THE ELLA BAKER SCHOOL,Public,School,317 EAST 67 STREET,Manhattan,NY,10021,-73.96002,40.765429,Yes,Yes,Yes,No,Yes,No,No
2015-2016,2582,TRUE,02582,HUMANITIES PREP. SCHOOL,Public,School,351 WEST 18 STREET,Manhattan,NY,10011,-74.002069,40.742925,Yes,No,Yes,No,No,No,No
2015-2016,2583,TRUE,02583,OFF OF ENGLISH LANG LEARNERS,Public,Office,52 CHAMBERS STREET  ROOM 220,Manhattan,NY,10007,-74.005623,40.713747,No,No,Yes,No,No,No,No
2015-2016,2584,TRUE,02584,ESSEX STREET ACADEMY,Public,School,350 GRAND STREET,Manhattan,NY,10002,-73.989303,40.71685,Yes,No,Yes,No,No,No,No
2015-2016,2586,TRUE,02586,P2G @ 29 ST,Public,School,40 EAST 29TH STREET,Manhattan,NY,10016,-73.98483,40.744356,No,No,No,No,No,No,No
2015-2016,2587,TRUE,02587,Y.A.B.C.@ WASHINGTON IRVING HS,Public,School,40 IRVING PLACE,Manhattan,NY,10003,-73.987544,40.735491,Yes,No,Yes,No,No,No,No
2015-2016,2589,TRUE,02589,MILLENNIUM TRIBECA HS,Public,School,75 BROAD STREET  13TH FLOOR,Manhattan,NY,10004,-74.011452,40.704485,Yes,No,Yes,No,No,No,No
2015-2016,2590,TRUE,02590,LOWER MANHATTAN COMMUNITY SCH,Public,School,26 BROADWAY 6TH FLOOR,Manhattan,NY,10010,-74.013205,40.705667,Yes,No,Yes,No,No,No,No
2015-2016,2596,TRUE,02596,URBAN ASSEMBLY OF DESIGN CONST,Public,School,525 WEST 50TH STREET,Manhattan,NY,10019,-73.992634,40.765137,Yes,No,Yes,No,No,No,No
2015-2016,2601,TRUE,02601,P169M @ PS 59,Public,School,233 EAST 56TH STREET,Manhattan,NY,10022,-73.967141,40.759303,Yes,No,No,No,Yes,Yes,No
2015-2016,2605,TRUE,02605,P035M @ MANHATTAN SCHOOL,Public,School,317 WEST 52 STREET,Manhattan,NY,10019,-73.985876,40.763928,Yes,No,Yes,No,Yes,No,No
2015-2016,2606,TRUE,02606,P721M @ LEGACY HS,Public,School,34 WEST 14 STREET,Manhattan,NY,10011,-73.994895,40.736446,Yes,No,Yes,No,No,No,No
2015-2016,2609,TRUE,02609,OFFICE OF SCHOOL QUALITY,Public,Office,52 CHAMBERS STREET  ROOM 310,Manhattan,NY,10007,-74.005623,40.713747,No,No,Yes,No,No,No,No
2015-2016,2611,TRUE,02611,THE MCCARTON SCHOOL,Nonsectarian,School,331 WEST 25 STREET,Manhattan,NY,10001,-73.998442,40.747049,Yes,No,Yes,No,No,No,No
2015-2016,2612,TRUE,02612,HS FOR DUAL LANG.& ASIAN STUDY,Public,School,350 GRAND STREET  5TH FLOOR,Manhattan,NY,10002,-73.989303,40.71685,No,No,Yes,No,Yes,No,No
2015-2016,2613,TRUE,02613,P751M@ HUMANTIES PREPARATORY,Public,School,351 WEST 18TH STREET,Manhattan,NY,10011,-74.002069,40.742925,No,No,Yes,No,No,No,No
2015-2016,2615,TRUE,02615,LA SCUOLA D'ITALIA G.MARCONI,Nonsectarian,School,406 EAST 67TH STREET,Manhattan,NY,10021,-73.95795,40.764362,No,No,Yes,No,Yes,No,No
2015-2016,2616,TRUE,02616,P751M @ HUNTER COLLEGE,Public,School,695 PARK AVENUE  12TH FLOOR,Manhattan,NY,10010,-73.96517,40.768888,No,No,Yes,No,No,No,No
2015-2016,2622,TRUE,02622,A.M.A.C. INC-SECONDARY,Other Religion,School,25 WEST 17 STREET,Manhattan,NY,10011,-73.993202,40.738425,Yes,No,Yes,No,Yes,No,No
2015-2016,2623,TRUE,02623,P751M @ BARUCH COLLEGE,Public,School,137 EAST 25 STREET,Manhattan,NY,10016,-73.983421,40.740723,Yes,No,Yes,No,No,No,No
2015-2016,2624,TRUE,02624,P751M @ GOODWILL,Public,School,220 EAST 23RD STREET,Manhattan,NY,10010,-73.982552,40.738483,No,No,Yes,No,No,No,No
2015-2016,2625,TRUE,02625,P751M @ V.A. HOSPITAL,Public,School,423 EAST 23RD STREET  FIRST FLOOR,Manhattan,NY,10010,-73.977644,40.736608,No,No,No,No,No,No,No
2015-2016,2628,TRUE,02628,OFFICE SCHOOL PROGRAMS,Public,Office,52 CHAMBERS STREET  ROOM 205,Manhattan,NY,10007,-74.005623,40.713747,No,No,Yes,No,No,No,No
2015-2016,2629,TRUE,02629,P402X@ NY PREBYTERIAN HOSP,Public,School,525 EAST 68TH STREET 11TH FLOOR,Manhattan,NY,10021,-73.955205,40.764218,No,No,Yes,No,No,No,No
2015-2016,2631,TRUE,02631,ROSIE'S BROADWAY KIDS DOE    S,Public,Office,445 WEST 45TH STREET,Manhattan,NY,10036,-73.992482,40.760979,No,No,No,No,No,No,No
2015-2016,2632,TRUE,02632,HAWTHORNE COUNTRY DAY SCHOOL,Nonsectarian,School,156 WILLIAM STREET,Manhattan,NY,10038,-74.005929,40.709933,Yes,No,No,No,No,No,No
2015-2016,2633,TRUE,02633,CUNY-COLLEGE NOW             S,Public,Office,101 WEST 31ST STREET  14TH FLOOR,Manhattan,NY,10001,-73.989538,40.74815,No,No,No,No,No,No,No
2015-2016,2634,TRUE,02634,OFF OF SAFETY & YOUTH DEVELOP,Public,Office,52 CHAMBERS STREET  ROOM 218,Manhattan,NY,10007,-74.005623,40.713747,No,No,Yes,No,No,No,No
2015-2016,2635,TRUE,02635,THE SPENCE SCHOOL,Nonsectarian,School,56 EAST 93RD STREET,Manhattan,NY,10128,-73.955084,40.784995,No,Yes,Yes,No,Yes,No,No
2015-2016,2639,TRUE,02639,CASSIDY'S PLACE,Nonsectarian,School,419 EAST 86TH STREET,Manhattan,NY,10028,-73.948712,40.776695,No,No,No,No,No,No,No
2015-2016,2641,TRUE,02641,HUNTINGTON LRNG CTR(IMPARITAL),Nonsectarian,School,1556 THIRD AVENUE  ROOM 209,Manhattan,NY,10128,-73.953402,40.779795,No,No,Yes,No,No,No,No
2015-2016,2644,TRUE,02644,D-75 OFFICE OF HOME SCHOOLING,Public,Office,400 FIRST AVE  ROOM 717,Manhattan,NY,10010,-73.978214,40.73707,No,No,Yes,No,No,No,No
2015-2016,2645,TRUE,02645,THE TRANSFIGURATION KDRG.SCH.,Nonsectarian,School,10 CONFUCIUS PLAZA,Manhattan,NY,10002,-73.997487,40.714005,No,No,No,No,No,No,No
2015-2016,2646,TRUE,02646,FOOD AND FINANCE HS,Public,School,525 WEST 50TH STREET,Manhattan,NY,10019,-73.992634,40.765137,Yes,No,Yes,No,No,No,No
2015-2016,2647,TRUE,02647,LIFE SCIENCES SECONDARY SCHOOL,Public,School,320 EAST 96TH STREET,Manhattan,NY,10128,-73.946444,40.783875,Yes,No,Yes,No,No,No,No
2015-2016,2650,TRUE,02650,MS 255 SALK SCHOOL OF SCIENCE,Public,School,320 EAST 20TH STREET FOURTH FLOOR,Manhattan,NY,10003,-73.98172,40.735692,Yes,No,Yes,No,No,No,No
2015-2016,2652,TRUE,02652,PACE HIGH SCHOOL,Public,School,100 HESTER STREET,Manhattan,NY,10002,-73.993126,40.71648,No,No,Yes,No,No,No,No
2015-2016,2654,TRUE,02654,COOKE CENTER ACADEMY,Nonsectarian,School,60 MACDOUGAL STREET,Manhattan,NY,10012,-74.002331,40.72766,Yes,No,Yes,No,Yes,No,No
