School_Year,OPT_Code,Is_OPT_Num,OPT_Clean,Name,Affiliation,Site_Type,Street_Address,City,State,Zip,Longitude,Latitude,Door_To_Door_Service,Stop_To_School_Service,Common_Carrier_Svc_Metrocards,Site_Reimbursement,Mid_Day_Service,D2D_Late_Day_Programs,S2S_Late_Day_Programs
2016-2017,2506,TRUE,02506,NORMAN THOMAS SHELTER,Nonsectarian,School,111 EAST 33RD ST,Manhattan,NY,10016,-73.981243,40.746266,No,No,No,No,No,No,No
2016-2017,2507,TRUE,02507,LIBERTY HS ACAD FOR NEWCOMMERS,Public,School,250 WEST 18 STREET,Manhattan,NY,10011,-73.999336,40.741581,Yes,No,Yes,No,No,No,No
2016-2017,2514,TRUE,02514,HS OF HOSPITALITY MANAGEMENT,Public,School,525 WEST 50TH STREET,Manhattan,NY,10019,-73.992634,40.765137,Yes,No,Yes,No,Yes,No,No
2016-2017,2515,TRUE,02515,P721M @ CHELSEA HS,Public,School,131 AVENUE OF AMERICAS,Manhattan,NY,10013,-74.004837,40.724371,Yes,No,Yes,No,No,No,No
2016-2017,2516,TRUE,02516,UNIVERSITY NEIGHBORHOOD H.S.,Public,School,200 MONROE STREET,Manhattan,NY,10002,-73.984489,40.712323,No,No,Yes,No,No,No,No
2016-2017,2519,TRUE,02519,STUYVESANT HS,Public,School,345 CHAMBERS STREET,Manhattan,NY,10282,-74.013634,40.717627,Yes,No,Yes,No,No,No,No
2016-2017,2524,TRUE,02524,THE HIGH SCHOOL OF TEACHING,Public,School,26 BROADWAY,Manhattan,NY,10004,-74.013205,40.705667,Yes,No,Yes,No,No,No,No
2016-2017,2525,TRUE,02525,CHELSEA VOCATIONAL HS,Public,School,131 AVENUE OF THE AMERICAS,Manhattan,NY,10013,-74.004837,40.724371,Yes,No,Yes,No,No,No,No
2016-2017,2526,TRUE,02526,PS 527,Public,School,323 EAST 91ST STREET,Manhattan,NY,10128,-73.948654,40.780837,Yes,No,Yes,No,Yes,No,No
2016-2017,2527,TRUE,02527,M.S. 260 Clinton School,Public,School,10 EAST 15TH STREET,Manhattan,NY,10003,-73.992792,40.736457,Yes,No,Yes,No,Yes,No,No
2016-2017,2530,TRUE,02530,HARVEST COLLEGIATE HS,Public,School,34 WEST 14TH STREET,Manhattan,NY,10011,-73.994895,40.736446,Yes,No,Yes,No,No,No,No
2016-2017,2531,TRUE,02531,HS OF ART & DESIGN,Public,School,233 EAST 56TH STREET,Manhattan,NY,10022,-73.967141,40.759303,Yes,No,Yes,No,No,No,No
2016-2017,2532,TRUE,02532,UNION SQUARE ACAD HEALTH SCI,Public,School,40 IRVING PLACE  ROOM 501,Manhattan,NY,10003,-73.987544,40.735491,Yes,No,Yes,No,Yes,No,No
2016-2017,2533,TRUE,02533,HS OF FASHION INDUSTRIES,Public,School,225 WEST 24TH STREET,Manhattan,NY,10011,-73.996018,40.745218,Yes,No,Yes,No,Yes,No,No
2016-2017,2537,TRUE,02537,SCH OF COOPERATIVE TECH EDUC,Public,School,321 EAST 96TH STREET,Manhattan,NY,10128,-73.946336,40.784024,Yes,No,Yes,No,No,No,No
2016-2017,2538,TRUE,02538,H.S. OF ENVIRONMENTAL STUDIES,Public,School,444 WEST 56 STREET,Manhattan,NY,10019,-73.987567,40.767719,Yes,No,Yes,No,Yes,No,No
2016-2017,2542,TRUE,02542,MANHATTAN BRIDGES HS,Public,School,525 WEST 50TH STREET,Manhattan,NY,10019,-73.992634,40.765137,No,No,Yes,No,No,No,No
2016-2017,2543,TRUE,02543,ACAD FOR SOFTWARE ENGINEERING,Public,School,40 IRVING PLACE,Manhattan,NY,10003,-73.987544,40.735491,Yes,No,Yes,No,No,No,No
2016-2017,2544,TRUE,02544,INDEPENDENCE HS WESTEND CAMPUS,Public,School,850 TENTH AVENUE,Manhattan,NY,10019,-73.989022,40.768305,No,No,Yes,No,No,No,No
2016-2017,2545,TRUE,02545,JACQUELINE KENNEDY ONASIS H.S,Public,School,120 WEST 46 STREET,Manhattan,NY,10036,-73.98313,40.757661,Yes,No,Yes,No,No,No,No
2016-2017,2546,TRUE,02546,MURRY BERGTRAUM HS,Public,School,411 PEARL STREET,Manhattan,NY,10038,-74.00095,40.711428,Yes,No,Yes,No,No,No,No
2016-2017,2549,TRUE,02549,P2G @ THE DOOR,Public,School,121 6TH AVENUE,Manhattan,NY,10013,-74.004788,40.723923,No,No,Yes,No,No,No,No
2016-2017,2551,TRUE,02551,NEW DESIGN HS,Public,School,350 GRAND STREET,Manhattan,NY,10002,-73.989303,40.71685,Yes,No,Yes,No,No,No,No
2016-2017,2554,TRUE,02554,ECOLE INTERNATIONALE DE NY,Nonsectarian,School,111 EAST 22ND STREET,Manhattan,NY,10010,-73.985972,40.739249,No,No,Yes,No,Yes,No,No
2016-2017,2555,TRUE,02555,MANHATTAN COMP NIGHT H.S.,Public,School,240 SECOND AVENUE,Manhattan,NY,10003,-73.984579,40.732669,No,No,Yes,No,No,No,No
2016-2017,2561,TRUE,02561,URBAN ACADEMY LABORATORY HS,Public,School,317 EAST 67TH STREET,Manhattan,NY,10021,-73.96002,40.765429,Yes,No,Yes,No,No,No,No
2016-2017,2563,TRUE,02563,ELEANOR ROOSEVELT HIGH SCHOOL,Public,School,411 EAST 76TH STREET,Manhattan,NY,10021,-73.953563,40.770255,Yes,No,Yes,No,No,No,No
2016-2017,2564,TRUE,02564,P2G @ STANLEY ISAACS NEIGH CTR,Public,School,1792 First Avenue,Manhattan,NY,10128,-73.946242,40.781149,No,No,Yes,No,No,No,No
2016-2017,2565,TRUE,02565,P2G @ CHELSEA HUDSON GUILD,Public,School,443-447 WEST 25 ST,Manhattan,NY,10001,-74.001621,40.748384,No,No,Yes,No,No,No,No
2016-2017,2566,TRUE,02566,P138M @ P033M,Public,School,281 NINTH AVE,Manhattan,NY,10001,-73.999738,40.748849,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2568,TRUE,02568,THE GILLEN BREWER SCHOOL,Nonsectarian,School,410 EAST 92ND STREET,Manhattan,NY,10128,-73.946154,40.780413,Yes,No,Yes,No,Yes,No,No
2016-2017,2569,TRUE,02569,P2G- THE DOOR,Public,School,121 6TH AVENUE,Manhattan,NY,10012,-74.004788,40.723923,No,No,Yes,No,No,No,No
2016-2017,2571,TRUE,02571,OFF.OF FITNESS & HEALTH EDUC,Public,Office,52 CHAMBERS STREET ROOM 209,Manhattan,NY,10007,-74.005623,40.713747,No,No,No,No,No,No,No
2016-2017,2573,TRUE,02573,P2G-DOOR ART ACCESS-,Public,School,121 6TH AVENUE,Manhattan,NY,10012,-74.004788,40.723923,No,No,Yes,No,No,No,No
2016-2017,2574,TRUE,02574,JOHN V. LINDSAY WILDCAT ACAD.,Charter,School,17 BATTERY PLACE,Manhattan,NY,10004,-74.01615,40.705128,No,No,Yes,No,No,No,No
2016-2017,2580,TRUE,02580,THE ELLA BAKER SCHOOL,Public,School,317 EAST 67 STREET,Manhattan,NY,10021,-73.96002,40.765429,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2582,TRUE,02582,HUMANITIES PREP. SCHOOL,Public,School,351 WEST 18 STREET,Manhattan,NY,10011,-74.002069,40.742925,Yes,No,Yes,No,No,No,No
2016-2017,2583,TRUE,02583,OFF OF ENGLISH LANG LEARNERS,Public,Office,52 CHAMBERS STREET  ROOM 220,Manhattan,NY,10007,-74.005623,40.713747,No,No,Yes,No,No,No,No
2016-2017,2586,TRUE,02586,P2G @ 29 ST,Public,School,40 EAST 29TH STREET,Manhattan,NY,10016,-73.98483,40.744356,No,No,No,No,No,No,No
2016-2017,2587,TRUE,02587,Y.A.B.C.@ WASHINGTON IRVING HS,Public,School,40 IRVING PLACE,Manhattan,NY,10003,-73.987544,40.735491,No,No,Yes,No,No,No,No
2016-2017,2589,TRUE,02589,MILLENNIUM TRIBECA HS,Public,School,75 BROAD STREET  13TH FLOOR,Manhattan,NY,10004,-74.011452,40.704485,Yes,No,Yes,No,No,No,No
2016-2017,2590,TRUE,02590,LOWER MANHATTAN COMMUNITY SCH,Public,School,26 BROADWAY 6TH FLOOR,Manhattan,NY,10010,-74.013205,40.705667,Yes,Yes,Yes,No,No,No,No
2016-2017,2596,TRUE,02596,URBAN ASSEMBLY OF DESIGN CONST,Public,School,525 WEST 50TH STREET,Manhattan,NY,10019,-73.992634,40.765137,Yes,No,Yes,No,No,No,No
2016-2017,2601,TRUE,02601,P169M @ PS 59,Public,School,233 EAST 56TH STREET,Manhattan,NY,10022,-73.967141,40.759303,Yes,No,Yes,No,Yes,Yes,No
2016-2017,2605,TRUE,02605,P035M @ MANHATTAN SCHOOL,Public,School,317 WEST 52 STREET,Manhattan,NY,10019,-73.985876,40.763928,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2606,TRUE,02606,P721M @ LEGACY HS,Public,School,34 WEST 14 STREET,Manhattan,NY,10011,-73.994895,40.736446,Yes,No,Yes,No,No,No,No
2016-2017,2609,TRUE,02609,OFFICE OF SCHOOL QUALITY,Public,Office,52 CHAMBERS STREET  ROOM 310,Manhattan,NY,10007,-74.005623,40.713747,No,No,Yes,No,No,No,No
2016-2017,2611,TRUE,02611,Keswell School,Nonsectarian,School,331 WEST 25 STREET,Manhattan,NY,10001,-73.998442,40.747049,Yes,No,Yes,No,No,No,No
2016-2017,2612,TRUE,02612,HS FOR DUAL LANG.& ASIAN STUDY,Public,School,350 GRAND STREET  5TH FLOOR,Manhattan,NY,10002,-73.989303,40.71685,No,No,Yes,No,Yes,No,No
2016-2017,2539,TRUE,02539,SOS,Public,School,121 6TH AVENUE,Manhattan,NY,10013,-74.004788,40.723923,No,No,No,No,No,No,No
2016-2017,2541,TRUE,02541,HS OF GRAPHIC COMM ARTS,Public,School,439 WEST 49TH STREET,Manhattan,NY,10019,-73.990541,40.763436,No,No,Yes,No,No,No,No
2016-2017,2613,TRUE,02613,P751M@ HUMANTIES PREPARATORY,Public,School,351 WEST 18TH STREET,Manhattan,NY,10011,-74.002069,40.742925,No,No,Yes,No,No,No,No
2016-2017,2615,TRUE,02615,LA SCUOLA D'ITALIA G.MARCONI,Nonsectarian,School,406 EAST 67TH STREET,Manhattan,NY,10021,-73.95795,40.764362,No,No,Yes,No,Yes,No,No
2016-2017,2616,TRUE,02616,P751M @ HUNTER COLLEGE,Public,School,695 PARK AVENUE  12TH FLOOR,Manhattan,NY,10010,-73.96517,40.768888,No,No,Yes,No,No,No,No
2016-2017,2622,TRUE,02622,A.M.A.C. INC-SECONDARY,Other Religion,School,25 WEST 17 STREET,Manhattan,NY,10011,-73.993202,40.738425,Yes,No,Yes,No,Yes,No,No
2016-2017,2623,TRUE,02623,P751M @ BARUCH COLLEGE,Public,School,137 EAST 25 STREET,Manhattan,NY,10016,-73.983421,40.740723,Yes,No,Yes,No,No,No,No
2016-2017,2624,TRUE,02624,P751M @ GOODWILL,Public,School,220 EAST 23RD STREET,Manhattan,NY,10010,-73.982552,40.738483,No,No,No,No,No,No,No
2016-2017,2625,TRUE,02625,P751M @ V.A. HOSPITAL,Public,School,423 EAST 23RD STREET  FIRST FLOOR,Manhattan,NY,10010,-73.977644,40.736608,No,No,No,No,No,No,No
2016-2017,2628,TRUE,02628,OFFICE SCHOOL PROGRAMS,Public,Office,52 CHAMBERS STREET  ROOM 205,Manhattan,NY,10007,-74.005623,40.713747,No,No,Yes,No,No,No,No
2016-2017,2629,TRUE,02629,P402X@ NY PREBYTERIAN HOSP,Public,School,525 EAST 68TH STREET 11TH FLOOR,Manhattan,NY,10021,-73.955205,40.764218,No,No,Yes,No,No,No,No
2016-2017,2631,TRUE,02631,ROSIE'S BROADWAY KIDS DOE    S,Public,Office,445 WEST 45TH STREET,Manhattan,NY,10036,-73.992482,40.760979,No,No,No,No,No,No,No
2016-2017,2632,TRUE,02632,HAWTHORNE COUNTRY DAY SCHOOL,Nonsectarian,School,156 WILLIAM STREET,Manhattan,NY,10038,-74.005929,40.709933,Yes,No,Yes,No,No,No,No
2016-2017,2633,TRUE,02633,CUNY-COLLEGE NOW             S,Public,Office,101 WEST 31ST STREET  14TH FLOOR,Manhattan,NY,10001,-73.989538,40.74815,No,No,No,No,No,No,No
2016-2017,2634,TRUE,02634,OFF OF SAFETY & YOUTH DEVELOP,Public,Office,52 CHAMBERS STREET  ROOM 218,Manhattan,NY,10007,-74.005623,40.713747,No,No,Yes,No,No,No,No
2016-2017,2635,TRUE,02635,THE SPENCE SCHOOL,Nonsectarian,School,56 EAST 93RD STREET,Manhattan,NY,10128,-73.955084,40.784995,No,Yes,Yes,No,Yes,No,No
2016-2017,2639,TRUE,02639,CASSIDY'S PLACE,Nonsectarian,School,419 EAST 86TH STREET,Manhattan,NY,10028,-73.948712,40.776695,No,No,No,No,No,No,No
2016-2017,2641,TRUE,02641,HUNTINGTON LRNG CTR(IMPARITAL),Nonsectarian,School,1556 THIRD AVENUE  ROOM 209,Manhattan,NY,10128,-73.953402,40.779795,No,No,Yes,No,No,No,No
2016-2017,2644,TRUE,02644,D-75 OFFICE OF HOME SCHOOLING,Public,Office,400 FIRST AVE  ROOM 717,Manhattan,NY,10010,-73.978214,40.73707,No,No,Yes,No,No,No,No
2016-2017,2645,TRUE,02645,THE TRANSFIGURATION KDRG.SCH.,Nonsectarian,School,10 CONFUCIUS PLAZA,Manhattan,NY,10002,-73.997487,40.714005,No,No,No,No,No,No,No
2016-2017,2646,TRUE,02646,FOOD AND FINANCE HS,Public,School,525 WEST 50TH STREET,Manhattan,NY,10019,-73.992634,40.765137,Yes,No,Yes,No,No,No,No
2016-2017,2650,TRUE,02650,MS 255 SALK SCHOOL OF SCIENCE,Public,School,320 EAST 20TH STREET FOURTH FLOOR,Manhattan,NY,10003,-73.98172,40.735692,No,Yes,Yes,No,No,No,No
2016-2017,2652,TRUE,02652,PACE HIGH SCHOOL,Public,School,100 HESTER STREET,Manhattan,NY,10002,-73.993126,40.71648,Yes,No,Yes,No,No,No,No
2016-2017,2654,TRUE,02654,COOKE CENTER ACADEMY,Nonsectarian,School,60 MACDOUGAL STREET,Manhattan,NY,10012,-74.002331,40.72766,Yes,No,Yes,No,Yes,No,No
2016-2017,2655,TRUE,02655,CHILD SCH M.S. PATTERSON BLDG,Nonsectarian,School,537 MAIN STREET,Manhattan,NY,10044,-73.950051,40.761661,Yes,No,Yes,No,No,No,No
2016-2017,2656,TRUE,02656,CLARKE NYC AUDITORY SCHOOL,Nonsectarian,School,80 EAST END AVENUE,Manhattan,NY,10028,-73.94619,40.773166,No,No,No,No,No,No,No
2016-2017,2657,TRUE,02657,P2G @ MANHATTAN LRNG CTR,Public,School,317 WEST 52 STREET,Manhattan,NY,10019,-73.985876,40.763928,No,No,Yes,No,No,No,No
2016-2017,2658,TRUE,02658,NOTRE DAME SCHOOL,Parochial,School,327 WEST 13TH STREET,Manhattan,NY,10014,-74.004239,40.739674,No,No,Yes,No,No,No,No
2016-2017,2661,TRUE,02661,P751M @ FASHION INDUSTRIES HS,Public,School,225 WEST 24TH STREET,Manhattan,NY,10011,-73.996018,40.745218,Yes,No,Yes,No,No,No,No
2016-2017,2664,TRUE,02664,P751M @ ICD,Public,School,340 EAST 24 STREET,Manhattan,NY,10010,-73.978772,40.737761,No,Yes,No,No,No,No,No
2016-2017,2665,TRUE,02665,SPECIAL EDUCATION INITIATIVES,Public,Office,52 CHAMBERS STREET ROOM 220,Manhattan,NY,10007,-74.005623,40.713747,No,No,Yes,No,No,No,No
2016-2017,2666,TRUE,02666,RABBI ARTHUR SCHNEIER PK EA DA,Yeshiva,School,164 EAST 68TH STREET,Manhattan,NY,10065,-73.963408,40.767482,No,Yes,Yes,No,Yes,No,Yes
2016-2017,2667,TRUE,02667,CHILD SCHOOL- HS EASTWOOD BLDG,Nonsectarian,School,566 MAIN STREET,Manhattan,NY,10044,-73.949274,40.762602,Yes,No,Yes,No,No,No,No
2016-2017,2668,TRUE,02668,P226M @ MILLENNIUM HS,Public,School,75 BROAD STREET,Manhattan,NY,10004,-74.011452,40.704485,Yes,No,Yes,No,No,No,No
2016-2017,2669,TRUE,02669,P169M @ METROPOLITAN HOSPITAL,Public,School,1900 2ND AVENUE-8 FLOOR SOUTH,Manhattan,NY,10029,-73.945999,40.785577,No,No,No,No,No,No,No
2016-2017,2677,TRUE,02677,P138M @ SCHOOL OF THE FUTURE,Public,School,127 EAST 22 STREET,Manhattan,NY,10010,-73.985439,40.739024,Yes,No,Yes,No,No,No,No
2016-2017,2685,TRUE,02685,P751M @ NYU FED CAP-SCH CAR,Public,School,119 WEST 19 STREET,Manhattan,NY,10011,-73.995306,40.74084,No,No,Yes,No,No,No,No
2016-2017,2686,TRUE,02686,OFFICE OF HOME SCHOOLING,Public,Office,52 CHAMBERS STREET,Manhattan,NY,10007,-74.005623,40.713747,No,No,No,No,No,No,No
2016-2017,2687,TRUE,02687,ACAD OF INFO-TECHNOLOGY TWEED,Public,Office,52 CHAMBERS STREET  ROOM 209,Manhattan,NY,10007,-74.005623,40.713747,No,No,No,No,No,No,No
2016-2017,2688,TRUE,02688,P401M@ INTL.CTR FOR THE DIS.,Public,School,340 EAST 24TH STREET,Manhattan,NY,10010,-73.978772,40.737761,No,No,No,No,No,No,No
2016-2017,2691,TRUE,02691,P138M @ JHS 47,Public,School,223 EAST 23RD STREET,Manhattan,NY,10010,-73.982421,40.738622,Yes,No,Yes,No,Yes,No,No
2016-2017,2692,TRUE,02692,BRITISH INTERNATIONAL SCH.N.Y.,Nonsectarian,School,20 WATERSIDE PLAZA,Manhattan,NY,10010,-73.974,40.737201,No,Yes,Yes,No,Yes,No,No
2016-2017,2696,TRUE,02696,ALTERNATE LEARNING CENTERS,Public,Office,52 CHAMBERS STREET   ROOM 218,Manhattan,NY,10007,-74.005623,40.713747,No,No,No,No,No,No,No
2016-2017,2697,TRUE,02697,LINDAMOOD BELL LRNG (IMPARTIAL,Nonsectarian,School,110 E. 55th STREET,Manhattan,NY,10021,-73.971043,40.759938,No,No,Yes,No,No,No,No
2016-2017,2699,TRUE,02699,LEARNING SPRING ELEM SCHOOL,Nonsectarian,School,247 EAST 20TH STREET,Manhattan,NY,10003,-73.98312,40.736476,Yes,No,Yes,No,Yes,No,No
2016-2017,2701,TRUE,02701,CITY AS SCHOOL,Public,School,16 CLARKSON STREET,Manhattan,NY,10014,-74.006146,40.729333,No,No,Yes,No,No,No,No
2016-2017,2706,TRUE,02706,LA SCUOLA NEW YORK 'G.MARCONI',Nonsectarian,School,12 EAST 96 STREET,Manhattan,NY,10128,-73.955268,40.7876,No,Yes,Yes,No,Yes,No,No
2016-2017,2707,TRUE,02707,EAST MANHATTAN SCHOOL,Nonsectarian,School,31-35 WEST 15TH STREET,Manhattan,NY,10011,-73.994224,40.737252,No,No,No,No,No,No,No
2016-2017,2710,TRUE,02710,LYCEUM KENNEDY FRENCH SCHOOL,Nonsectarian,School,225 EAST 43 ST,Manhattan,NY,10017,-73.973187,40.751213,No,No,Yes,No,Yes,No,No
2016-2017,2711,TRUE,02711,CONVENT SACRED HEART SCH,Parochial,School,1 EAST 91ST STREET,Manhattan,NY,10128,-73.957802,40.784691,No,Yes,Yes,No,No,No,No
2016-2017,2714,TRUE,02714,MANHATTAN H.S FOR GIRLS,Yeshiva,School,154 EAST 70 STREET,Manhattan,NY,10021,-73.962719,40.76883,No,No,Yes,No,Yes,No,No
2016-2017,2715,TRUE,02715,NYCTA-FARE MEDIA PROGRAMS,Nonsectarian,Office,2 BROADWAY    D11.45,Manhattan,NY,10004,-74.013088,40.704129,No,No,Yes,No,No,No,No
2016-2017,2716,TRUE,02716,OFF OF SCHOOL SAFETY-PBIS-SEL,Public,Office,400 1ST AVENUE  3RD FLOOR,Manhattan,NY,10010,-73.978214,40.73707,No,No,No,No,No,No,No
2016-2017,2717,TRUE,02717,SACRED HEART JESUS SCH,Parochial,School,456 WEST 52ND STREET,Manhattan,NY,10019,-73.98965,40.765321,No,No,Yes,No,No,No,No
2016-2017,2721,TRUE,02721,P721M @ MANHATTAN OTC,Public,School,250 WEST HOUSTON STREET,Manhattan,NY,10014,-74.005975,40.728752,Yes,No,Yes,No,Yes,Yes,No
2016-2017,2725,TRUE,02725,ST STEPHEN OF HUNGARY SCHOOL,Parochial,School,408 EAST 82ND STREET,Manhattan,NY,10028,-73.950866,40.774028,No,Yes,Yes,No,Yes,No,No
2016-2017,2727,TRUE,02727,TRANSFIGURATION LOWER SCHOOL,Parochial,School,29 MOTT STREET,Manhattan,NY,10013,-73.998938,40.714714,No,No,Yes,No,Yes,No,No
2016-2017,2728,TRUE,02728,GUARDIAN ANGEL SCHOOL,Parochial,School,193 10TH AVENUE,Manhattan,NY,10011,-74.004978,40.746754,Yes,No,Yes,No,No,No,No
2016-2017,2730,TRUE,02730,MONTESSORI SCH. OF NEW YORK,Nonsectarian,School,347 EAST 55TH STREET,Manhattan,NY,10022,-73.965073,40.757613,No,No,Yes,No,Yes,No,No
2016-2017,2732,TRUE,02732,XAVIER HIGH SCHOOL,Parochial,School,30 WEST 16TH STREET,Manhattan,NY,10011,-73.993834,40.73773,No,No,Yes,No,No,No,No
2016-2017,2733,TRUE,02733,NYC-DOE CENTRAL-,Public,Office,52 CHAMBERS STREET   ROOM 108,Manhattan,NY,10007,-74.005623,40.713747,No,No,Yes,No,No,No,No
2016-2017,2734,TRUE,02734,THE LANG SCHOOL,Nonsectarian,School,11 BROADWAY  3RD FLOOR,Manhattan,NY,10004,-74.013764,40.705454,Yes,No,Yes,No,No,No,No
2016-2017,2735,TRUE,02735,ACADEMY OF ST JOSEPH,Parochial,School,111 WASHINGTON PLACE,Manhattan,NY,10014,-74.00098,40.732646,No,No,Yes,No,No,No,No
2016-2017,2737,TRUE,02737,MESIVTHA TIFERETH JRSLM AMER,Yeshiva,School,145 EAST BROADWAY,Manhattan,NY,10002,-73.991165,40.713883,Yes,Yes,Yes,No,Yes,No,Yes
2016-2017,2740,TRUE,02740,BOROUGH OF MANHATTAN COMM COLL,Public,Office,199 CHAMBERS STREET,Manhattan,NY,10007,-74.012063,40.716903,No,No,No,No,No,No,No
2016-2017,2744,TRUE,02744,CITY KNOLL MIDDLE SCHOOL,Public,School,425 WEST 33RD STREET,Manhattan,NY,10001,-73.99764,40.753091,Yes,Yes,Yes,No,No,No,No
2016-2017,2748,TRUE,02748,GRACE CHURCH SCHOOL,Christian,School,86 4TH AVENUE,Manhattan,NY,10003,-73.990406,40.731678,No,Yes,Yes,No,No,No,No
2016-2017,2750,TRUE,02750,THE FAMILY SCHOOL,Nonsectarian,School,323 EAST 47TH STREET,Manhattan,NY,10017,-73.969175,40.752785,No,No,Yes,No,No,No,No
2016-2017,2751,TRUE,02751,RAMAZ LOWER SCHOOL,Yeshiva,School,125 EAST 85TH STREET,Manhattan,NY,10028,-73.956677,40.779161,No,Yes,Yes,No,No,No,No
2016-2017,2753,TRUE,02753,PHILOSOPHY DAY SCHOOL,Nonsectarian,School,12 EAST 79 ST,Manhattan,NY,10021,-73.96314,40.776658,No,No,Yes,No,No,No,No
2016-2017,2756,TRUE,02756,MARYMOUNT SCHOOL OF NY,Parochial,School,1026 5TH AVENUE,Manhattan,NY,10028,-73.961426,40.779975,No,Yes,Yes,No,No,No,No
2016-2017,2760,TRUE,02760,EPIPHANY LOWER SCHOOL,Parochial,School,234 EAST 22ND STREET,Manhattan,NY,10010,-73.982812,40.737723,No,Yes,Yes,No,Yes,No,No
2016-2017,2761,TRUE,02761,P094M @ PS 126 CHINATOWN YMCA,Public,School,80 CATHERINE STREET,Manhattan,NY,10038,-73.996841,40.711174,No,No,No,No,No,No,No
2016-2017,2764,TRUE,02764,RAMAZ UPPER SCHOOL,Yeshiva,School,60 EAST 78TH STREET,Manhattan,NY,10021,-73.962032,40.775291,No,No,Yes,No,No,No,No
2016-2017,2765,TRUE,02765,OUR LADY OF POMPEI SCH,Parochial,School,240 BLEECKER STREET,Manhattan,NY,10014,-74.002746,40.730584,No,Yes,Yes,No,No,No,No
2016-2017,2770,TRUE,02770,CATHEDRAL ELEMENTARY SCH,Nonsectarian,School,319 EAST 74TH STREET,Manhattan,NY,10021,-73.956711,40.769925,No,No,Yes,No,No,No,No
2016-2017,2771,TRUE,02771,ST BERNARD'S SCH INC,Nonsectarian,School,4 EAST 98TH STREET,Manhattan,NY,10029,-73.954583,40.78901,No,No,Yes,No,No,No,No
2016-2017,2773,TRUE,02773,CORLEARS SCHOOL,Nonsectarian,School,324 WEST 15TH STREET,Manhattan,NY,10011,-74.002982,40.740752,No,No,Yes,No,No,No,No
2016-2017,2775,TRUE,02775,ST DAVID'S SCHOOL,Parochial,School,12 EAST 89TH STREET,Manhattan,NY,10128,-73.958451,40.783136,No,Yes,Yes,No,No,No,No
2016-2017,2776,TRUE,02776,ST IGNATIUS LOYOLA SCH,Parochial,School,48 EAST 84 STREET,Manhattan,NY,10028,-73.959362,40.779271,No,Yes,Yes,No,Yes,No,No
2016-2017,2777,TRUE,02777,THE BLUE SCHOOL,Nonsectarian,School,241 WATER STREET,Manhattan,NY,10038,-74.002347,40.707949,No,No,Yes,No,No,No,No
2016-2017,2778,TRUE,02778,ST JOSEPH OF YORKVILLE,Parochial,School,420 EAST 87TH STREET,Manhattan,NY,10128,-73.948282,40.777204,No,No,Yes,No,No,No,No
2016-2017,2779,TRUE,02779,ST JEAN BAPTISTE HS,Parochial,School,173 EAST 75TH STREET,Manhattan,NY,10021,-73.959849,40.772075,No,No,Yes,No,No,No,No
2016-2017,2780,TRUE,02780,ST LUKES SCHOOL,Christian,School,487 HUDSON STREET,Manhattan,NY,10014,-74.006599,40.732529,No,Yes,Yes,No,No,No,No
2016-2017,2783,TRUE,02783,ST VINCENT FERRER HS,Parochial,School,151 EAST 65TH STREET,Manhattan,NY,10021,-73.964911,40.765856,No,No,Yes,No,No,No,No
2016-2017,2785,TRUE,02785,EPIPHANY UPPER SCHOOL,Parochial,School,141 EAST 28 STREET,Manhattan,NY,10016,-73.982002,40.742552,No,Yes,Yes,No,Yes,No,No
2016-2017,2787,TRUE,02787,OFFICE OF ASSESSMENT,Public,Office,52 CHAMBERS STREET  ROOM 309,Manhattan,NY,10007,-74.005623,40.713747,No,No,Yes,No,No,No,No
2016-2017,2789,TRUE,02789,MANHATTAN COUNTRY SCHOOL,Nonsectarian,School,150 West 85th Street,Manhattan,NY,10025,-73.974119,40.786407,No,Yes,Yes,No,Yes,No,No
2016-2017,2790,TRUE,02790,OFF OF EARLY CHILDHOOD EDUC,Public,Office,52 CHAMBERS STREET  ROOM 413,Manhattan,NY,10007,-74.005623,40.713747,No,No,No,No,No,No,No
2016-2017,2791,TRUE,02791,CATHEDRAL HS,Parochial,School,350 EAST 56TH STREET,Manhattan,NY,10022,-73.964651,40.758061,Yes,Yes,Yes,No,No,No,No
2016-2017,2793,TRUE,02793,DOMINICAN ACADEMY,Parochial,School,44 EAST 68TH STREET,Manhattan,NY,10021,-73.966923,40.768964,No,No,Yes,No,No,No,No
2016-2017,2795,TRUE,02795,ALC @ BOWLING GREEN,Public,School,50 BROADWAY 12TH FLOOR,Manhattan,NY,10004,-74.012675,40.706407,Yes,No,No,No,No,No,No
2016-2017,2798,TRUE,02798,Off. of Senior Dep Chancellor,Public,Office,52 CHAMBERS ST  ROOM 320,Manhattan,NY,10007,-74.005623,40.713747,No,No,No,No,No,No,No
2016-2017,2799,TRUE,02799,P094M @ PS 281,Public,School,425 EAST 35TH STREET,Manhattan,NY,10016,-73.972541,40.744347,Yes,No,Yes,No,Yes,Yes,No
2016-2017,2801,TRUE,02801,OFFICE OF POLICY RESEARCH,Public,Office,52 CHAMBERS STREET   ROOM 309,Manhattan,NY,10007,-74.005623,40.713747,No,No,No,No,No,No,No
